,"Nr
okr.","Nr
listy","Nr
poz.",Kandydat,Głosy,"%
w okr.",Mandat
5508,30,1,14,PIETRYKA-SWOBODA Katarzyna,1484,0.006342422429267459,-
5509,30,1,15,SIWIEC Elżbieta,3389,0.014484143943926832,-
5510,30,1,16,KOŹLIŃSKI Mirosław Jerzy,287,0.001226600564150782,-
5511,30,1,17,PIERCHAŁA Irena,2342,0.010009402513035302,-
5512,30,1,18,RUCHAŁA Barbara,4972,0.021249679459782886,-
5513,30,2,1,FRANK Wojciech Włodzimierz,4204,0.017967347636550134,-
5514,30,2,2,SOBIERAJSKI Czesław,2207,0.009432430122232669,-
5515,30,2,3,KARWOT Czesław,1916,0.008188734079835884,-
5516,30,2,4,ŁUŻNIAK Karol Antoni,1608,0.006872382254893581,-
5517,30,2,5,SALAMON Leszek Krzysztof,1860,0.007949397384391828,-
5518,30,2,6,SOBCZYŃSKA Leokadia,727,0.0031071031712112144,-
5519,30,2,7,TATURA Leon,1281,0.005474826908282759,-
5520,30,2,8,GAJEWSKI Tadeusz,859,0.0036712539533293445,-
5521,30,2,9,MROZEK Jarosław Andrzej,519,0.00221813830241901,-
5522,30,2,10,JANUSZ Tadeusz Józef,627,0.0026797162150611164,-
5523,30,2,11,KUBIK Bogdan Stanisław,188,0.0008034874775621848,-
5524,30,2,12,WAWAK Dariusz Marek,141,0.0006026156081716386,-
5525,30,2,13,SZCZYGIEŁ Robert,344,0.001470211129156338,-
5526,30,2,14,KUCHARZYK Urszula,319,0.0013633643901188135,-
5527,30,2,15,CIOK Andrzej,876,0.003743909735874861,-
5528,30,3,1,OSTROWSKI Ryszard Andrzej,3447,0.014732028378493888,-
5529,30,3,2,KOSTECZKA Jacek Wojciech,768,0.003282331823232755,-
5530,30,3,3,NIESPOREK Henryk Józef,817,0.003491751431746303,-
5531,30,3,4,SZCZĘSNY Jarosław Zbigniew,769,0.0032866056927942557,-
5532,30,3,5,OLENDER Piotr Jan,415,0.001773655868022908,-
5533,30,3,6,KRYPCZYK Henryka Genowefa,427,0.0018249423027609198,-
5534,30,3,7,PIECHA Edward Jan,520,0.002222412171980511,-
5535,30,3,8,MAŁOLEPSZY Irena Gabriela,729,0.0031156509103342166,-
5536,30,3,9,SZAFRANIEC Marek Fryderyk,314,0.0013419950423113087,-
5537,30,3,10,SŁOWIK Eugenia Wanda,289,0.001235148303273784,-
5538,30,3,11,SPUT Piotr Paweł,140,0.0005983417386101376,-
5539,30,3,12,KUBIS Krzysztof Kwiryn,205,0.0008761432601077016,-
5540,30,3,13,BORECKA Alicja Monika,210,0.0008975126079152064,-
5541,30,3,14,JANKOWSKA Ewa Barbara,268,0.0011453970424822634,-
5542,30,3,15,CHRÓSZCZ Małgorzata Teodora,343,0.0014659372595948372,-
5543,30,3,16,OSIECKI Andrzej Józef,237,0.0010129070860757329,-
5544,30,4,1,STASIEWSKI Józef Edmund,5512,0.023557569022993417,T
5545,30,4,2,POKROWSKI Bogdan Tadeusz,1377,0.005885118386186853,-
5546,30,4,3,WIŚNIOWIECKA Maria,2087,0.008919565774852551,-
5547,30,4,4,CZERWIŃSKI Zdzisław,1459,0.006235575690229934,-
5548,30,4,5,SMOLARCZYK Anna,1409,0.006021882212154885,-
5549,30,4,6,MICHTA Ryszard,913,0.0039020429096503976,-
5550,30,4,7,MARCYŚKA Stanisław,383,0.0016368920420548765,-
5551,30,4,8,WIŚNIEWSKA Anna,1247,0.005329515343191726,-
5552,30,4,9,KWIL Sabina,388,0.0016582613898623814,-
5553,30,4,10,MARZEC Jarosław,546,0.002333532780579537,-
5554,30,4,11,CEBULAK Zbigniew,293,0.001252243781519788,-
5555,30,4,12,CHAŁUBIŃSKI Stanisław,551,0.0023549021283870417,-
5556,30,4,13,MYRCHA Sławomir,451,0.0019275151722369433,-
5557,30,5,1,BROMSKI Paweł,3914,0.01672792546371485,-
5558,30,5,2,KLOC Izabela Helena,4312,0.01842892554919224,-
5559,30,5,3,PIECHA Bolesław Grzegorz,4654,0.019890588939225576,T
5560,30,5,4,HUZAREWICZ Tomasz,931,0.003978972561757415,-
5561,30,5,5,ADAMCZYK Dariusz,1277,0.005457731430036755,-
5562,30,5,6,KUSY Tomasz,734,0.0031370202581417215,-
5563,30,5,7,KUCHARSKA Jadwiga Maria,1452,0.006205658603299427,-
5564,30,5,8,SIWEK Piotr Henryk,574,0.002453201128301564,-
5565,30,5,9,RAPNICKI Marek,376,0.0016069749551243695,-
5566,30,5,10,REICHMAN Szymon Józef,404,0.0017266433028463972,-
5567,30,5,11,MAZUR Franciszek,2108,0.009009317035644072,-
5568,30,5,12,ZIAJA Sebastian Klaudiusz,382,0.0016326181724933754,-
5569,30,5,13,SIWICA Henryk Józef,231,0.0009872638687067272,-
5570,30,5,14,DWORNIK Łukasz,322,0.0013761859988033166,-
5571,30,5,15,SZYDŁO Marian,810,0.003461834344815796,-
5572,30,6,1,SZMYDKI Jan,805,0.0034404649970082913,-
5573,30,6,2,GŁĄB Krzysztof,750,0.0032054021711257373,-
5574,30,6,3,SKATUŁA Tadeusz,1840,0.007863919993161808,-
5575,30,6,4,KARASEK Bronisław,784,0.0033507137362167707,-
5576,30,6,5,PRUSZKOWSKI Tadeusz,503,0.0021497563894349943,-
5577,30,6,6,DA-VIA Bronisław,433,0.0018505855201299255,-
5578,30,6,7,REMISZEWSKA-PISKORSKA Alicja,611,0.0026113343020771006,-
5579,30,6,8,DUDA Paweł,564,0.0024104624326865545,-
5580,30,6,9,BĄK Alfred,879,0.0037567313445593642,-
5581,30,6,10,PUCHER Antoni,838,0.003581502692537824,-
5582,30,6,11,GIZDOŃ Jan,201,0.0008590477818616976,-
5583,30,6,12,DRĄSZKOWSKI Andrzej,59,0.000252158304128558,-
5584,30,6,13,CHROBOCZEK-ŚWIĘTY Krystyna,307,0.0013120779553808018,-
5585,30,6,14,PURGAL Czesław,53,0.0002265150867595521,-
5586,30,6,15,MALINOWSKI Eugeniusz,209,0.0008932387383537054,-
5587,30,6,16,KOZIEŁ Tadeusz,166,0.0007094623472091632,-
5588,30,6,17,TKOCZ Benedykt,187,0.0007992136080006838,-
5589,30,6,18,LUBSZCZYK Henryk,529,0.00226087699803402,-
5590,30,7,1,ZIENC Piotr,5157,0.02204034532866057,-
5591,30,7,2,CHŁODEK Mirosław,2871,0.012270279511069323,-
5592,30,7,3,WYCISŁO Eugeniusz,6023,0.02574151636892042,T
5593,30,7,4,WIDERA Adolf,2082,0.008898196427045046,-
5594,30,7,5,ZEMŁO Jan,2942,0.012573724249935891,-
5595,30,7,6,MARKOWIAK Andrzej,5530,0.023634498675100438,T
5596,30,7,7,ŁUKASZCZYK Zygmunt,3995,0.017074108898196428,-
5597,30,7,8,LACH Kornelia,2152,0.009197367296350116,-
5598,30,7,9,OGIEGŁO Janusz,3119,0.013330199162321565,-
5599,30,7,10,JANISZEWSKI Wiesław,2189,0.009355500470125651,-
5600,30,7,11,KUŹNIK Wojciech,1981,0.008466535601333447,-
5601,30,7,12,MALESZEWSKA-GAMOŃ Eugenia,2107,0.00900504316608257,-
5602,30,7,13,CHORĄŻYCZEWSKI Józef,231,0.0009872638687067272,-
5603,30,7,14,DZIUBA Andrzej,944,0.004034532866056928,-
5604,30,7,15,PAWLAK Leszek Stanisław,893,0.003816565518420378,-
5605,30,8,1,KRAUS Janina Agnieszka,727,0.0031071031712112144,-
5606,30,8,2,ŁABĄDŹ Krzysztof Józef,78,0.00033336182579707667,-
5607,30,8,3,MICHALAK Józef Andrzej,107,0.0004573040430806052,-
5608,30,8,4,ADAMSKI Tomasz Edward,107,0.0004573040430806052,-
5609,30,8,5,WYWIOŁ Kazimierz Franciszek,65,0.0002778015214975639,-
5610,30,8,6,KOWALSKI Zbigniew Janusz,72,0.0003077186084280708,-
5611,30,8,7,KUŚ Janusz Jerzy,93,0.00039746986921959144,-
5612,30,8,8,SAJUR Stanisław,76,0.0003248140866740747,-
5613,30,8,9,OZIMEK Ewa Joanna,88,0.0003761005214120865,-
5614,30,8,10,KALINOWSKI Marek Krzysztof,273,0.0011667663902897685,-
5615,30,8,11,SIWOŃ Stanisław Piotr,33,0.00014103769552953243,-
5616,30,8,12,DROBNIAK Mariusz Robert,21,8.975126079152064e-05,-
5617,30,8,13,KRAKOWIAK Tadeusz,53,0.0002265150867595521,-
5618,30,8,14,GWIAZDA Dariusz Waldemar,21,8.975126079152064e-05,-
5619,30,8,15,JURUSIK Dariusz Józef,18,7.69296521070177e-05,-
5620,30,8,16,SIENKIEWICZ Dariusz,30,0.0001282160868450295,-
5621,30,8,17,TOKARCZYK Adam Tomasz,13,5.5560304299512776e-05,-
5622,30,8,18,SIKORA Damian Grzegorz,49,0.00020941960851354817,-
5623,30,10,1,MOSOŃ Grzegorz Wojciech,4245,0.018142576288571674,-
5624,30,10,2,TARASIEWICZ Janusz Andrzej,3733,0.015954355073083168,-
5625,30,10,3,HITNAROWICZ Janusz,456,0.0019488845200444482,-
5626,30,10,4,CZAJKOWSKI Tadeusz Zdzisław,905,0.0038678519531583897,-
5627,30,10,5,FRĄCZEK Antoni Stanisław,1158,0.004949140952218138,-
5628,30,10,6,BARCZYK Marek Maksymilian,469,0.002004444824343961,-
5629,30,10,7,PODLIPNY Justyna Elwira,723,0.003090007692965211,-
5630,30,10,8,RYGAŁA Agnieszka,1314,0.005615864603812292,-
5631,30,10,9,KUNIEC Marcin,207,0.0008846909992307034,-
5632,30,10,10,DĘBSKI Julian,761,0.0032524147363022483,-
5633,30,11,1,BURDZIK Lidia,1480,0.006325326951021455,-
5634,30,11,2,MATUSIK Gerard,567,0.0024232840413710576,-
5635,30,11,3,BASTEK Erhard,100,0.0004273869561500983,-
5636,30,11,4,KUC Józef,393,0.0016796307376698862,-
5637,30,11,5,CZECH Gerard,397,0.0016967262159158902,-
5638,30,11,6,NEUKIRCH Krystian,269,0.0011496709120437645,-
5639,30,11,7,HANCZUCH Blasius,744,0.0031797589537567316,-
5640,30,11,8,CWAIGEL Grzegorz,497,0.0021241131720659886,-
5641,30,11,9,MAKSELON Henryk,45,0.00019232413026754424,-
5642,30,11,10,OTTLIK Joachim,398,0.0017010000854773913,-
5643,30,13,1,KURPAS Michał,153,0.0006539020429096504,-
5644,30,13,2,BAŃCZYK Danuta,93,0.00039746986921959144,-
5645,30,13,3,FAJFEREK Roman,41,0.0001752286520215403,-
5646,30,13,4,ELIASZ Jerzy,65,0.0002778015214975639,-
5647,30,13,5,PODLEŚNY Krzysztof,53,0.0002265150867595521,-
5648,30,13,6,KLEPEK Adam,43,0.00018377639114454226,-
5649,30,13,7,HYBA Janusz,31,0.00013248995640653048,-
5650,30,13,8,KACZMARCZYK Alfred,23,9.829899991452261e-05,-
5651,30,13,9,MIGUŁA Wojciech,50,0.00021369347807504915,-
5652,30,13,10,GRUNDAJ Mirosława,65,0.0002778015214975639,-
5653,31,1,1,BLIDA Barbara,80035,0.2226094550956663,T
5654,31,1,2,ŚLEZIAK Czesław,7883,0.021925786649829918,T
5655,31,1,3,KLIMEK Jan,5397,0.01501122295434886,T
5656,31,1,4,BŁASZCZYK Józef Rudolf,4142,0.011520564290700941,-
5657,31,1,5,BŁOŃSKA-FAJFROWSKA Barbara,5861,0.016301793169434625,T
5658,31,1,6,CZAKON Tomasz,2518,0.0070035685379007655,-
5659,31,1,7,NOWICKI Mirosław Marian,2178,0.006057892087191368,-
5660,31,1,8,STĘPIEŃ Marian Stanisław,7209,0.020051122156364818,T
5661,31,1,9,FRANCZAK Katarzyna Anna,2450,0.006814433247758886,-
5662,31,1,10,GRAMAŁA Aleksandra Ewa,5921,0.016468677248971577,T
5663,31,1,11,KĘDZIERSKA Jadwiga Krystyna,2129,0.005921603422236191,-
5664,31,1,12,KUPIEC Tadeusz Stanisław,2292,0.006374971838311578,-
5665,31,1,13,STRYJAK Cezary Andrzej,7314,0.020343169295554485,T
5666,31,1,14,LEJMAN Ewa Katarzyna,1328,0.003693700960417878,-
5667,31,1,15,URBAN Michał Andrzej,5051,0.01404885809568577,-
5668,31,1,16,MUCHA Władysław,1315,0.0036575427431848715,-
5669,31,1,17,CZAPLIŃSKI Paweł Jerzy,1762,0.004900829135735166,-
5670,31,1,18,WABIK Lidia Stanisława,2386,0.00663642356291947,-
5671,31,1,19,KOREK Grażyna Maria,1077,0.002995569227688294,-
5672,31,1,20,SZCZERBOWSKI Marek Tomasz,979,0.0027229918977779385,-
5673,31,1,21,BIGAJ Zbigniew Izydor,593,0.001649370986090212,-
5674,31,1,22,KONDZIAŁKA Gabriela,1665,0.004631033207150427,-
5675,31,1,23,KOSTYRA Andrzej Walenty,1413,0.0039301200730952265,-
5676,31,1,24,KARLICKA-CHMIEL Jolanta,689,0.0019163855133493357,-
5677,31,1,25,WÓJTOWICZ Dariusz Jacek,3436,0.009556894954816136,-
5678,31,1,26,KISIELIŃSKI Jan Michał,3323,0.009242596605021542,-
5679,31,2,1,BUZEK Jerzy,32865,0.09141075456636563,-
5680,31,2,2,DONOCIK Tadeusz,2326,0.006469539483382518,-
5681,31,2,3,BORYS-SZOPA Bożena,1423,0.003957934086351386,-
5682,31,2,4,FIERLA Damian Tomasz,782,0.0021750558366316116,-
5683,31,2,5,NOWOK Paweł,1066,0.0029649738131065193,-
5684,31,2,6,WĄSIK Ryszard,437,0.001215472379294136,-
5685,31,2,7,KANIA Jarosław,986,0.0027424617070572494,-
5686,31,2,8,WINIARSKI Antoni,1011,0.0028119967401976464,-
5687,31,2,9,LASOK Edward Augustyn,1652,0.00459487498991742,-
5688,31,2,10,SROKA Edmund,1847,0.005137248248412515,-
5689,31,2,11,KRAL Przemysław,107,0.0002976099418408983,-
5690,31,2,12,GRZELEC Zbigniew,310,0.0008622344109409202,-
5691,31,2,13,LESZCZYNA Aleksander,610,0.0016966548086256817,-
5692,31,2,14,SZCZYRBA Jan,993,0.0027619315163365608,-
5693,31,2,15,OKO Mieczysław,190,0.0005284662518670156,-
5694,31,2,16,SZYMURA Adam,129,0.00035880077100444745,-
5695,31,2,17,ROMAŃCZYK Tomasz,297,0.0008260761937079139,-
5696,31,2,18,JAROMIN Paweł,212,0.0005896570810305648,-
5697,31,2,19,BEDNARSKI Michał,76,0.00021138650074680626,-
5698,31,2,20,KOSTEMPSKI Dawid,107,0.0002976099418408983,-
5699,31,2,21,KRAMZA Marek,348,0.0009679276613143233,-
5700,31,2,22,GMERCZYŃSKI Marek Kuba,175,0.00048674523198277757,-
5701,31,3,1,ZIELIŃSKI Tadeusz Jacek,7340,0.0204154857300205,-
5702,31,3,2,SKOWROŃSKI Andrzej Antoni,1067,0.002967755214432135,-
5703,31,3,3,LUTY Michał Janusz,643,0.0017884410523710055,-
5704,31,3,4,PYTASZ Ewa Maria,710,0.001974794941187269,-
5705,31,3,5,BARANOWSKA-DERESZOWSKA Teresa,1274,0.0035435052888346205,-
5706,31,3,6,BEDNORZ Bernard Czesław,709,0.001972013539861653,-
5707,31,3,7,BIAŁAS-OGRODOWICZ Ewa Maria,351,0.000976271865291171,-
5708,31,3,8,HONOROWICZ Wiesław Roman,425,0.0011820955633867454,-
5709,31,3,9,WENCEL Danuta Maria,592,0.001646589584764596,-
5710,31,3,10,KOCLEJDA Dariusz,282,0.0007843551738236759,-
5711,31,3,11,PINOCY Joachim Franciszek,986,0.0027424617070572494,-
5712,31,3,12,SZYMAŃSKA Halina Teresa,304,0.000845546002987225,-
5713,31,3,13,CISEK Tomasz,295,0.0008205133910566822,-
5714,31,3,14,LIPCZYŃSKA Gabriela Brygida,158,0.00043946140944730775,-
5715,31,3,15,KOSTKA Wojciech Ryszard,301,0.0008372017990103774,-
5716,31,3,16,JARCZYK Eugeniusz Szczepan,154,0.00042833580414484426,-
5717,31,3,17,IMACH Marcin Aleksander,64,0.0001780096848394158,-
5718,31,3,18,SZWEMIN Olga,158,0.00043946140944730775,-
5719,31,3,19,BIAŁOŻYT Wojciech Szymon,133,0.00036992637630691095,-
5720,31,3,20,DZIEDZIC-RUMIN Irena Emilia,120,0.0003337681590739046,-
5721,31,3,21,KLOSA Zygmunt Konrad,470,0.0013072586230394598,-
5722,31,4,1,CZECHOWSKI Włodzimierz Antoni,6233,0.017336474462563728,T
5723,31,4,2,MAZANEK Tadeusz Wojciech,1707,0.004747852062826293,-
5724,31,4,3,CHUDZIK Ryszard,1280,0.003560193696788316,-
5725,31,4,4,BABIK Zdzisław Bogusław,829,0.0023057816989355577,-
5726,31,4,5,WOLSKI Franciszek,915,0.0025449822129385226,-
5727,31,4,6,LEWANDOWSKI Wojciech,1434,0.00398852950093316,-
5728,31,4,7,PIWARSKI Łukasz Jakub,621,0.0017272502232074565,-
5729,31,4,8,WIESZAŁA Rudolf Stefan,311,0.0008650158122665362,-
5730,31,4,9,WAŁACH Zbigniew,542,0.0015075195184838025,-
5731,31,4,10,PARUZEL Zofia Justyna,1598,0.004444679318334163,-
5732,31,4,11,MARKOWSKI Teodor Andrzej,498,0.0013851378601567042,-
5733,31,4,12,MOLKA Janusz,373,0.0010374626944547201,-
5734,31,4,13,GOLIK Zygmunt Józef,436,0.0012126909779685202,-
5735,31,4,14,ORŁOWSKI Władysław Kazimierz,401,0.0011153419315719645,-
5736,31,4,15,KORZON Stanisław,158,0.00043946140944730775,-
5737,31,4,16,JERZOWSKA-KULA Anna Maria,935,0.00260061023945084,-
5738,31,4,17,CHOJNACKA Jadwiga Cecylia,1691,0.0047033496416164396,-
5739,31,5,1,POLACZEK Jerzy Jan,18672,0.05193432555189956,T
5740,31,5,2,SIENICKI Jerzy,1547,0.004302827850727753,-
5741,31,5,3,GÓRSKI Tomasz,2039,0.005671277302930763,-
5742,31,5,4,PAZERA Adam,740,0.002058236980955745,-
5743,31,5,5,BUSZMAN Józef Piotr,2315,0.006438944068800743,-
5744,31,5,6,GAWLIK Ryszard,1034,0.0028759689706868113,-
5745,31,5,7,LYSKO Alojzy Wiktor,2555,0.007106480386948552,-
5746,31,5,8,PIĘTAK Andrzej,478,0.0013295098336443868,-
5747,31,5,9,NOWAK Maria,4425,0.012307700865850233,T
5748,31,5,10,HOFMAN Marek,699,0.0019441995266054944,-
5749,31,5,11,SZWEDA Maria,2941,0.00818010129863628,-
5750,31,5,12,POTOCZEK Tomasz,567,0.0015770545516241993,-
5751,31,5,13,KNAPIK Józef,1095,0.0030456344515493797,-
5752,31,5,14,ŁUKASIK Anna,882,0.002453195969193199,-
5753,31,5,15,WILLNER-PASTER Ryszard,361,0.0010040858785473298,-
5754,31,5,16,BERGEL Bolesław,215,0.0005980012850074124,-
5755,31,5,17,LISIŃSKA Monika,793,0.0022056512512133863,-
5756,31,5,18,ŚLIWIŃSKI Henryk,797,0.0022167768565158497,-
5757,31,5,19,CHMIELOWSKI Radosław Stanisław,427,0.0011876583660379773,-
5758,31,5,20,JACENT Daniel,205,0.0005701872717512538,-
5759,31,5,21,ĆWIKOWSKI Damazy Henryk,163,0.0004533684160753871,-
5760,31,5,22,SOŚNIAK Tadeusz,235,0.0006536293115197299,-
5761,31,5,23,KOWALIK Krzysztof,234,0.000650847910194114,-
5762,31,5,24,HOFMAN Jerzy,432,0.0012015653726660566,-
5763,31,5,25,BINIASZ Mariusz,130,0.00036158217233006335,-
5764,31,5,26,NOWOK Sebastian,749,0.002083269592886288,-
5765,31,6,1,DZIUROWICZ Marian,2122,0.00590213361295688,-
5766,31,6,2,BOROWIEC Jerzy Zygmunt,774,0.002152804626026685,-
5767,31,6,3,STACH Adam,205,0.0005701872717512538,-
5768,31,6,4,NYCZ Henryk,265,0.000737071351288206,-
5769,31,6,5,KEMPA Irena,845,0.0023502841201454116,-
5770,31,6,6,ŚLĘŻYŃSKI Jan,368,0.001023555687826641,-
5771,31,6,7,KULAK Andrzej,123,0.0003421123630507522,-
5772,31,6,8,JELEŃ Jacek Karol,251,0.0006981317327295838,-
5773,31,6,9,MITAS Stanisław,206,0.0005729686730768696,-
5774,31,6,10,ŁYSKO Alojzy,337,0.0009373322467325488,-
5775,31,6,11,OSTROWSKI Krzysztof,156,0.000433898606796076,-
5776,31,6,12,DZIEWIOR Renata,321,0.0008928298255226948,-
5777,31,6,13,FRĄCZEK Dorota,282,0.0007843551738236759,-
5778,31,6,14,STENCEL Włodzimierz,70,0.00019469809279311102,-
5779,31,6,15,GÓRALCZYK Jacek Włodzimierz,133,0.00036992637630691095,-
5780,31,6,16,CUBER Wacław,136,0.00037827058028375854,-
5781,31,6,17,WYDRYCHIEWICZ Andrzej Marek,34,9.456764507093963e-05,-
5782,31,6,18,ROBAKOWSKI Stanisław,56,0.00015575847423448882,-
5783,31,6,19,SZUSZKIEWICZ Henryk,38,0.00010569325037340313,-
5784,31,6,20,ZAREMBA Maciej,82,0.0002280749087005015,-
5785,31,6,21,ŁUKSZA Bohdan,34,9.456764507093963e-05,-
5786,31,6,22,LESIK Korneliusz,78,0.000216949303398038,-
5787,31,6,23,ORPIK Teresa,105,0.00029204713918966655,-
5788,31,6,24,TRELA Maksymilian,71,0.0001974794941187269,-
5789,31,6,25,BUKOWSKI Cezary,140,0.00038939618558622203,-
5790,31,7,1,MATEJA Piotr,12208,0.03395534738311856,T
5791,31,7,2,SZYGA Krzysztof,4565,0.012697097051436455,-
5792,31,7,3,ZAGÓRNY Rafał,4704,0.013083711835697062,T
5793,31,7,4,BAJKOWSKI Zbigniew,995,0.0027674943189877925,-
5794,31,7,5,KACZMARZYK Mariusz,1459,0.004058064534073557,-
5795,31,7,6,OBARA Teresa,4411,0.01226876124729161,-
5796,31,7,7,ROMUSZYŃSKI Romuald,4336,0.01206015614787042,-
5797,31,7,8,JAGODA Stanisław,1938,0.005390355769043559,-
5798,31,7,9,DROB Henryk,2570,0.00714820140683279,-
5799,31,7,10,SKRZYPECKI Piotr,1982,0.005512737427370658,-
5800,31,7,11,RAWSKA Krystyna,3832,0.010658329879760021,-
5801,31,7,12,GOSIEWSKI Maciej,724,0.0020137345597458912,-
5802,31,7,14,RZYMEŁKA Jan,8242,0.022924309725726014,T
5803,31,7,15,TOPOLSKI Marek,456,0.0012683190044808375,-
5804,31,7,16,FECZKO Jacek,184,0.0005117778439133205,-
5805,31,7,17,OSIKA Anna,795,0.002211214053864618,-
5806,31,7,18,KOŁODZIEJ Ewa,1330,0.0036992637630691096,-
5807,31,7,19,CICHECKI Michał,208,0.0005785314757281013,-
5808,31,7,20,AUGUSTYN Józef,436,0.0012126909779685202,-
5809,31,7,21,FERSZTOROWSKI Maciej,195,0.000542373258495095,-
5810,31,7,22,GANCARZ Marek,231,0.0006425037062172664,-
5811,31,7,23,FIZOL Arkadiusz,188,0.000522903449215784,-
5812,31,7,24,ZOGAŁA Ludwik,520,0.0014463286893202534,-
5813,31,7,25,SONDEJ Bogusław,761,0.0021166464087936784,-
5814,31,7,26,PIECHOTA Leszek,1515,0.0042138230083080454,-
5815,31,8,1,PODRZYCKI Daniel Tomasz,1302,0.003621384525951865,-
5816,31,8,2,GAWLIKOWSKI Witold,133,0.00036992637630691095,-
5817,31,8,3,GIEROT Franciszek Jerzy,134,0.0003727077776325268,-
5818,31,8,4,JABŁONKA Rajmund Franciszek,116,0.00032264255377144113,-
5819,31,8,5,SKUPIN Przemysław,194,0.0005395918571694791,-
5820,31,8,6,GAŃKO Janusz Edward,69,0.00019191669146749514,-
5821,31,8,7,ZACHARYASZ Marek,82,0.0002280749087005015,-
5822,31,8,8,MORDASIEWICZ Krzysztof Józef,78,0.000216949303398038,-
5823,31,8,9,ZEMBRZUSKI Zenon,101,0.00028092153388720306,-
5824,31,8,10,MURAWSKI Marceli Paweł,427,0.0011876583660379773,-
5825,31,8,11,ANIOŁ Janusz Stefan,186,0.0005173406465645521,-
5826,31,8,12,KASIŃSKI Szczepan,66,0.00018357248749064755,-
5827,31,8,13,LIPOWCZAN Iwona Barbara,132,0.0003671449749812951,-
5828,31,8,14,JASTRZĘBSKI Łukasz Marcin,62,0.00017244688218818406,-
5829,31,8,15,GIERWATOWSKI Zdzisław,22,6.119082916354918e-05,-
5830,31,8,16,LEMANIK Beata Helena,80,0.00022251210604926975,-
5831,31,8,17,DOMAGAŁA Zbigniew,120,0.0003337681590739046,-
5832,31,8,18,MIKUSEK Janina Maria,75,0.00020860509942119038,-
5833,31,8,19,PASTUSZKA Andrzej Augustyn,79,0.00021973070472365388,-
5834,31,8,20,PARTYŃSKI Jan,17,4.728382253546982e-05,-
5835,31,8,21,ŚWIECAK Kazimierz Józef,35,9.734904639655551e-05,-
5836,31,8,22,KUŹNIARZ Józef Karol,48,0.00013350726362956183,-
5837,31,8,23,STANOSZEK Marian Piotr,26,7.231643446601266e-05,-
5838,31,8,24,KOTOWSKI Dariusz Kazimierz,18,5.006522386108569e-05,-
5839,31,8,25,WCISŁO Leszek Włodzimierz,72,0.00020026089544434276,-
5840,31,8,26,BABIUCH Andrzej Grzegorz,46,0.0001279444609783301,-
5841,32,1,1,SZARAWARSKI Andrzej,48016,0.17174148642800172,T
5842,32,1,2,GAJECKA-BOŻEK Maria Stanisława,18384,0.065755070944943,T
5843,32,1,3,PASTERNAK Agnieszka,20316,0.07266536234320399,T
5844,32,1,4,JĘDRUSIK Wiesław Leszek,11878,0.04248470042885297,T
5845,32,1,5,CZERKAWSKI Wacław Jacek,4092,0.01463608302364593,-
5846,32,1,6,MACHNIK Zygmunt,5566,0.01990822045689473,-
5847,32,1,7,BOLEK Elżbieta Zofia,14485,0.051809301710046746,T
5848,32,1,8,DROŻYŃSKI Marek Wojciech,7033,0.025155320602468677,-
5849,32,1,9,KRZYWDA Krystyna Anna,5100,0.018241452448825572,-
5850,32,1,10,DZIENNIAK Stefan Bronisław,4790,0.017132658280367547,-
5851,32,1,11,SZEWCZYK Bogdan Aleksander,4041,0.014453668499157675,-
5852,32,1,12,GONCERZ Henryk,3688,0.013191073849268375,-
5853,32,1,13,POTĘPA Maria Barbara,7790,0.02786292442673553,T
5854,32,1,14,PODRAZA Zbigniew Marian,8069,0.028860839178347752,T
5855,32,1,15,JACHIMCZYK-KLUK Agata Renata,4365,0.015612537242965416,-
5856,32,1,16,STANEK Ryszard Adam,1761,0.006298666227918006,-
5857,32,1,17,DRÓŻDŻ Waldemar Antoni,3061,0.010948448224677465,-
5858,32,1,18,SZPURA Ryszard,2032,0.007267966936473248,-
5859,32,2,1,RYSZKA Czesław Wincenty,6348,0.022705243165714654,-
5860,32,2,2,LEŚNIAK Krzysztof Kazimierz,1048,0.003748439640464549,-
5861,32,2,3,FORST Donat,165,0.0005901646380502391,-
5862,32,2,4,MACHURA Zdzisław,507,0.0018134149787361893,-
5863,32,2,5,KALETA Krzysztof Kazimierz,831,0.0029722837225439314,-
5864,32,2,6,SZEWCZYK Jadwiga Maria,688,0.002460807702900391,-
5865,32,2,7,SYJUT Stanisław,239,0.000854844536327316,-
5866,32,2,8,WNUK Grzegorz,580,0.0020745181216311435,-
5867,32,2,9,GRADOŃ Marek,195,0.000697467299513919,-
5868,32,2,10,SIEBIESIEK Zbigniew,136,0.0004864387319686819,-
5869,32,2,11,KWAŚNIK Tadeusz,171,0.000611625170342975,-
5870,32,2,12,WIĘCŁAWEK-WARDYNIEC Iwona Elżbieta,205,0.0007332348533351455,-
5871,32,2,13,STEFANOWICZ Marcin Jan,71,0.00025394963213070895,-
5872,32,2,14,WITEK Kazimierz Szczepan,52,0.00018599127987037838,-
5873,32,2,15,DĄBROWSKI Kazimierz Jan,206,0.0007368116087172682,-
5874,32,2,16,BENC Małgorzata,395,0.001412818375938451,-
5875,32,3,1,IMIOŁCZYK Barbara,3404,0.012175275320745539,-
5876,32,3,2,BOROWICZ Artur Jerzy,668,0.0023892725952579376,-
5877,32,3,3,SPORYSZKIEWICZ Anna Jadwiga,456,0.0016310004542479336,-
5878,32,3,4,BLIŹNICKI Eugeniusz,337,0.0012053665637753368,-
